segment_id,osm_id,osm_name,osm_type,start_lat,start_long,end_lat,end_long,mid_lat,mid_long,frame_segments_within_radius
84,26274291,,trunk,12.3371128,76.1076963,12.3376246,76.1052929,12.337368699999999,76.10649459999999,12
496,28137520,,residential,12.3039415,76.564484,12.3041435,76.5627216,12.304042500000001,76.5636028,6
497,28137533,,tertiary,12.2958771,76.568471,12.2948785,76.5709734,12.2953778,76.5697222,47
666,28145875,,unclassified,12.2176857,76.690903,12.2231802,76.6913493,12.22043295,76.69112615,1
716,28161545,,tertiary,12.276459,76.7931138,12.2716765,76.7917745,12.27406775,76.79244415,1
731,28161643,,tertiary,12.3100263,76.7981721,12.3127625,76.7984163,12.311394400000001,76.7982942,13
1057,28233276,,residential,12.3635653,76.6354183,12.3643274,76.6313407,12.363946349999999,76.63337949999999,9
1063,28233457,,tertiary,12.3445147,76.6462958,12.3458537,76.6443195,12.345184199999998,76.64530765,18
1165,28249312,4th Main Road,residential,12.2859671,76.648408,12.2890621,76.6482024,12.287514600000002,76.64830520000001,42
1167,28249328,11th Cross Road,residential,12.2813712,76.6506481,12.2859566,76.6501536,12.2836639,76.65040085,39
1239,28268646,Jnana Marga,residential,12.3056184,76.6812,12.3056107,76.6801186,12.305614550000001,76.6806593,38
1285,28296520,,tertiary,12.2615295,76.7290983,12.2577217,76.7305832,12.2596256,76.72984075,1
1679,28552539,,tertiary,12.2539686,76.6491305,12.2546549,76.6489907,12.25431175,76.6490606,51
1681,28552559,,tertiary,12.2480041,76.6513813,12.2477435,76.6563131,12.2478738,76.6538472,18
1712,31136038,Vivekananda Road,residential,12.3224928,76.6368298,12.325979,76.6404994,12.3242359,76.6386646,19
2120,51853720,,unclassified,12.3087578,76.2924554,12.3115908,76.292639,12.3101743,76.2925472,8
2177,54626186,,tertiary,12.3120922,76.3574079,12.3164652,76.3577167,12.3142787,76.3575623,9
2305,85572502,Nazarabad Main Road,primary,12.308293,76.6673954,12.3086274,76.6639092,12.3084602,76.6656523,64
2366,86258076,Main Road,residential,12.3483421,76.6230759,12.3492318,76.623135,12.348786950000001,76.62310545,56
2367,86258077,,residential,12.3216481,76.5955299,12.32018,76.5918475,12.32091405,76.5936887,32
2428,86260538,7th Main Road,tertiary,12.3486806,76.614141,12.3493606,76.6185211,12.3490206,76.61633105,51
2579,114930088,,residential,12.0965469,76.5546723,12.0964986,76.5522515,12.09652275,76.5534619,57
2660,122159525,,tertiary,12.1379895,76.6693277,12.1363378,76.6629829,12.13716365,76.6661553,5
2713,133375267,,residential,12.1135348,76.6811334,12.112378,76.6795083,12.1129564,76.68032084999999,35
2782,133864345,,tertiary,12.0935738,76.8046412,12.0936806,76.8093914,12.0936272,76.8070163,35
2817,133980249,SH80 to Nerale,secondary,12.0455607,76.7718778,12.0416301,76.7678669,12.043595400000001,76.76987235,1
2834,134379130,,tertiary,12.1770024,76.7684461,12.1760813,76.771913,12.17654185,76.77017955,2
3122,154331122,,tertiary,12.4332334,76.0761445,12.438031,76.0764186,12.4356322,76.07628155,10
3654,159945195,,primary,12.5449392,76.3136799,12.5487094,76.3110997,12.5468243,76.3123898,1
3717,160009961,,secondary,12.3090431,76.2832262,12.3092012,76.2780414,12.30912215,76.2806338,13
3815,161031986,,primary,12.4222646,76.4720427,12.4197658,76.4773159,12.4210152,76.47467929999999,1
3838,161135334,,tertiary,12.4471347,76.4351346,12.4492955,76.439394,12.448215099999999,76.4372643,2
3840,161135335,,tertiary,12.4382111,76.4346089,12.438216,76.4341269,12.43821355,76.4343679,17
4016,168753987,,residential,12.2879928,76.6500958,12.2880871,76.6505732,12.28803995,76.6503345,54
4137,193670404,19th Main Road,residential,12.3409477,76.6080257,12.3380673,76.6072117,12.3395075,76.60761869999999,55
4294,211658359,,unclassified,12.1675889,76.960122,12.1674826,76.9604705,12.167535749999999,76.96029625,7
4355,211673977,,tertiary,12.2081495,76.9658247,12.2114086,76.9669737,12.20977905,76.9663992,5
4382,211683322,,unclassified,12.2686153,76.9583934,12.268622,76.958794,12.26861865,76.9585937,12
4419,211687278,,unclassified,12.2226204,76.9530818,12.2237362,76.9575285,12.2231783,76.95530515,2
4623,212250019,,residential,12.2157716,76.9705828,12.2157995,76.9711596,12.21578555,76.9708712,25
5017,215752086,,unclassified,12.2287428,77.0448088,12.2272339,77.0397216,12.22798835,77.0422652,2
5060,215757893,,residential,12.2232658,77.0400354,12.2233402,77.0395672,12.223303000000001,77.0398013,12
5093,215767720,,unclassified,12.215074,77.0437307,12.214896,77.044757,12.214984999999999,77.04424385,3
5297,230599295,,residential,12.2765219,76.6986781,12.2768204,76.6986786,12.27667115,76.69867835,60
5301,230599303,,residential,12.2763261,76.6986782,12.2762249,76.6970387,12.2762755,76.69785845,57
5434,231686934,,residential,12.2794227,76.6005485,12.2790074,76.5941193,12.27921505,76.5973339,33
5732,233249039,,residential,12.3340807,76.6458461,12.3365346,76.6497979,12.33530765,76.64782199999999,21
5882,242695504,,tertiary,12.3300125,76.3176207,12.3324887,76.3215389,12.3312506,76.3195798,1
5942,242786618,4th Cross Road,residential,12.2971629,76.6528754,12.2926845,76.6521607,12.2949237,76.65251805,64
6072,256533827,,tertiary,12.2909411,76.414201,12.2952651,76.4163379,12.2931031,76.41526945000001,1
6073,256533827,,tertiary,12.2952651,76.4163379,12.2970474,76.4175671,12.29615625,76.41695250000001,9
6415,257434921,,residential,12.3181864,76.5785024,12.318106,76.5763576,12.318146200000001,76.57742999999999,35
6512,257585604,,residential,12.3208601,76.5918101,12.320984,76.5933476,12.32092205,76.59257885,38
